gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160179	8719.030909702917	0.2052393698983275	0.1642973252854922	1.2491948334623957	0.21159382122762319	0.9590786444485749
ENSG00000183255	3872.3786736424167	-0.21590591147160793	0.17290103257237385	-1.2487254023843546	0.21176552649644712	0.9590786444485749
ENSG00000186980	69.83406969560782	-0.8698632096394626	0.6983098320325624	-1.245669428865926	0.21288578153521961	0.9590786444485749
ENSG00000221859	311.0171159304616	0.5520513172001903	0.4454095368683292	1.2394241063666005	0.2151884786163849	0.9590786444485749
ENSG00000157538	7108.437436674644	0.21647702460544685	0.17564540973251486	1.2324661654131084	0.21777499802085445	0.9590786444485749
ENSG00000183570	7225.623070337289	-0.19214604038816635	0.15788772097934448	-1.2169789974567033	0.2236122068953173	0.9590786444485749
ENSG00000186967	111.34493634188046	-0.6709376424781197	0.5575512386074672	-1.2033649932405224	0.22883510839378282	0.9590786444485749
ENSG00000142197	3518.857291551959	-0.22925069514680643	0.19089280885943236	-1.200939399009104	0.2297747096806743	0.9590786444485749
ENSG00000159197	257.1724490361854	0.517676567965184	0.43174618425529154	1.1990298625524896	0.2305163341105719	0.9590786444485749
ENSG00000154736	3218.97266593071	0.6844219203726261	0.571230633229988	1.1981533912188935	0.23085730657194956	0.9590786444485749
ENSG00000275895	7277.469362697307	0.21531214577038407	0.17985328728534036	1.1971543529743085	0.23124639799143143	0.9590786444485749
ENSG00000198743	3927.164461997175	0.32616286468335587	0.27667682560588447	1.178858633964387	0.2384544718628909	0.9590786444485749
ENSG00000272804	536.6480869188027	0.4271435250561567	0.3707011507865383	1.152258427441785	0.2492148947106855	0.9590786444485749
ENSG00000241837	2878.3105761928746	0.24446387849428963	0.21221738820000732	1.1519502740458343	0.24934150757633422	0.9590786444485749
ENSG00000183640	166.86544322801907	-0.6050479198698324	0.5291207370642312	-1.1434968949183033	0.2528323431851082	0.9590786444485749
ENSG00000156304	5366.378236692389	-0.1851828006014524	0.1654373036314617	-1.1193533534249143	0.26298942274505416	0.9590786444485749
ENSG00000160193	3250.310190732719	-0.20436206817700117	0.18367418047493084	-1.1126336192086288	0.2658658154641647	0.9590786444485749
ENSG00000160209	13934.873946919626	-0.16463598076434174	0.14803276319763728	-1.1121590734919786	0.26606976116668546	0.9590786444485749
ENSG00000231068	88.36839239420837	-0.6958597124189746	0.63031011362104306	-1.1039957909311628	0.2695949635374806	0.9590786444485749
ENSG00000160199	5548.292498540439	-0.18747493867657694	0.172092890550661	-1.0893822404673235	0.2759853597071454	0.9590786444485749
ENSG00000160183	6170.772761865749	0.19671241808935022	0.18244418457674136	1.0782060198066068	0.28094182608859203	0.9590786444485749
ENSG00000159082	14600.244437501555	0.16924921926479325	0.15833729241730807	1.0689157095014994	0.28510765254630477	0.9590786444485749
ENSG00000159079	3242.6852116203886	-0.21058131140414801	0.1995347040059096	-1.0553618351918934	0.29125987059825315	0.9590786444485749
ENSG00000244362	120.83139038367788	0.565157822806455	0.5376105740949549	1.0512401541913023	0.2931483053685958	0.9590786444485749
ENSG00000156273	5822.865644341096	0.2126817109182259	0.20440613228328117	1.040485960682803	0.29811418329225525	0.9590786444485749
ENSG00000249209	326.6389029788492	-0.4065393635593091	0.39416127726747857	-1.0314036081312745	0.30235158955399455	0.9590786444485749
ENSG00000274749	204.44405907959947	0.4418157074764207	0.432739262206162	1.0209743974327308	0.3072665688598643	0.9590786444485749
ENSG00000187766	306.20133027471553	0.49044353276485414	0.4806054643083133	1.0204701552253463	0.3075055365578543	0.9590786444485749
ENSG00000215455	429.5099599142496	0.4320962535364391	0.4429658897153569	0.9754616858063214	0.3293312980557875	0.9590786444485749
ENSG00000198390	213.17680751450268	0.4404143861339282	0.45487676423340057	0.9682059422757158	0.3329415277979854	0.9590786444485749
ENSG00000160298	6777.85951409879	-0.19440740153421898	0.20107318385132306	-0.9668489741425049	0.33361953785931836	0.9590786444485749
ENSG00000221837	684.3012168335005	0.29360043711353595	0.30696838280326094	0.9564517180315191	0.33884406633705516	0.9590786444485749
ENSG00000159110	5273.117823734463	0.15969712202128555	0.1707995405214465	0.9349973748976985	0.3497896522815355	0.9590786444485749
ENSG00000159147	6310.067473722458	-0.15362470289567848	0.16558336003137725	-0.9277786298488407	0.35352241142143764	0.9590786444485749
ENSG00000222018	245.74634126272323	-0.38007557085060906	0.41054236045002135	-0.9257889257371256	0.3545556834344289	0.9590786444485749
ENSG00000154639	3235.247784493788	-0.15857700728675242	0.1799454400847172	-0.8812504902157863	0.37818225683019896	0.9590786444485749
ENSG00000156282	393.0218608770962	0.3394471591043381	0.38590706183408446	0.8796085707555121	0.37907139423269604	0.9590786444485749
ENSG00000160233	1936.6214359063874	-0.27605404764473473	0.31438447226944655	-0.8780778695970063	0.3799014618011488	0.9590786444485749
ENSG00000188694	709.7342808647586	-0.36057958221035724	0.41219983084334044	-0.8747688747776273	0.3816996759650157	0.9590786444485749
ENSG00000160213	3871.884133180943	0.18295390928686397	0.2095222745764739	0.8731955094353813	0.3825565220639434	0.9590786444485749
ENSG00000160307	954.3557945897419	0.22415199260532553	0.2568834237022274	0.8725825488263373	0.3828906559234333	0.9590786444485749
ENSG00000157578	7965.909380285509	0.12536601443402	0.14556006986117814	0.861266517346293	0.38909127218467876	0.9590786444485749
ENSG00000160310	9500.612612156372	-0.14709543949231588	0.17189576118749275	-0.8557246465890087	0.3921501040638984	0.9590786444485749
ENSG00000189169	484.25010630704475	-0.2997915610055844	0.3545008229754401	-0.8456723978504107	0.397735525346135	0.9590786444485749
ENSG00000183421	2100.4565937577613	-0.23939546240338683	0.28500119019972037	-0.8399805707324436	0.4009192803596125	0.9590786444485749
ENSG00000154646	1982.7599905391614	0.17060964649464805	0.20899944403189238	0.8163162695715773	0.4143192715044647	0.9590786444485749
ENSG00000160294	10335.883511207561	0.13319715309491392	0.1650421420886926	0.807049347574116	0.4196380529262106	0.9590786444485749
ENSG00000185808	5695.533005935039	0.13296958243435053	0.16560447248085092	0.8029347302182674	0.4220124609419237	0.9590786444485749
ENSG00000184900	2709.223580456469	-0.1744559803877473	0.22015021461698248	-0.7924406555372474	0.42810378170706276	0.9590786444485749
ENSG00000142188	3698.1586362775315	0.14092905765655447	0.1779710201562305	0.7918652010470074	0.4284392795938534	0.9590786444485749
ENSG00000175894	4292.499664834971	0.16450133604021955	0.20973215886696062	0.7843400693956889	0.43284059378974266	0.9590786444485749
ENSG00000160201	6880.495675313433	-0.14918618205845036	0.19224939407157116	-0.7760033927748604	0.4377469826229812	0.9590786444485749
ENSG00000173638	6804.12528251102	0.1205154123334088	0.15577895301469097	0.7736309045679837	0.4391490909159683	0.9590786444485749
ENSG00000241945	3578.2669739484486	0.13878385279573527	0.18104083921118103	0.7665886514912047	0.4433261249341682	0.9590786444485749
ENSG00000205758	7743.726282498336	-0.1200462477926807	0.15665649518234825	-0.7663023971840222	0.4434963922889262	0.9590786444485749
ENSG00000278961	1568.0790704995648	-0.19590824866100523	0.2575771777700335	-0.7605807717790638	0.4469075081802088	0.9590786444485749
ENSG00000154645	5265.581317915205	-0.12127038523331134	0.160820423852727	-0.7540732845248933	0.45080521809896684	0.9590786444485749
ENSG00000160221	5566.589300795031	-0.13287681606374271	0.17668939748758422	-0.7520361603648562	0.4520293132915551	0.9590786444485749
ENSG00000157601	8439.567568356359	0.11994369545304145	0.16380152830469935	0.7322501608771641	0.4640158931065149	0.9590786444485749
ENSG00000276076	1018.130632691464	0.18125890124599636	0.251062540950023	0.7219671264383407	0.4703146889319907	0.9590786444485749
ENSG00000141956	21321.872165206238	0.1037995921637647	0.14619620969821615	0.7100019376564675	0.4777029346001675	0.9590786444485749
ENSG00000183778	8424.336843894296	-0.13903280100515666	0.19630973075809027	-0.7082318358252186	0.47880129912698804	0.9590786444485749
ENSG00000170262	1249.8984681019467	0.17613043591347796	0.2546881300317916	0.6915533750689221	0.4892178504740155	0.9590786444485749
ENSG00000142166	2806.2598150888707	-0.12685608793103076	0.18390128960346394	-0.6898053200418738	0.49031662265462533	0.9590786444485749
ENSG00000186971	246.66530582394458	0.2637875108410716	0.3863177007509138	0.6828253282941181	0.494717222877661	0.9590786444485749
ENSG00000159259	1949.3601049301794	-0.16436620904797236	0.2410855694966834	-0.6817753936542997	0.49538098572292727	0.9590786444485749
ENSG00000188155	513.8609483083094	-0.26240659759984986	0.3890712691518456	-0.6744435233469748	0.5000293800773661	0.9590786444485749
ENSG00000160216	12614.314129519802	0.10164450899924656	0.15351363999931153	0.6621203757509913	0.5078940783764593	0.9590786444485749
ENSG00000155313	7624.94456209312	-0.10652117342399059	0.1621059830117064	-0.6571082167664238	0.5111113359243016	0.9590786444485749
ENSG00000212935	353.55692354680355	0.2655965698306216	0.409657810913237	0.6483376192401548	0.516766607548344	0.9590786444485749
ENSG00000186977	156.27152851860032	0.3263492726979387	0.5074442340296261	0.643123422856521	0.520144017108895	0.9590786444485749
ENSG00000186866	7824.928353534833	-0.12511461978682933	0.19459390903532325	-0.6429523945896897	0.5202549902962266	0.9590786444485749
ENSG00000212933	116.18171500118302	-0.3585006373776544	0.5631261311431249	-0.6366258242179449	0.5243685999072847	0.9590786444485749
ENSG00000205927	1801.1576545412934	-0.1556671976739221	0.24515308791415819	-0.6349795509344345	0.5254417519675274	0.9590786444485749
ENSG00000184787	5731.898242616871	-0.10571567956496959	0.1670461229905478	-0.6328532364139421	0.526829488112305	0.9590786444485749
ENSG00000159212	2243.673211331658	-0.14207049288342616	0.22632125260937808	-0.6277381874014035	0.5301754647806494	0.9590786444485749
ENSG00000156284	722.607401345706	-0.18327469765607676	0.2934276974469932	-0.6245991746882884	0.532234161489783	0.9590786444485749
ENSG00000206107	218.69771052711036	-0.2856031067911778	0.4579043626380221	-0.6237178111730503	0.532812923798478	0.9590786444485749
ENSG00000206102	96.36182857068991	-0.3470680804737802	0.5571433539086389	-0.6229421531082158	0.533322536120462	0.9590786444485749
ENSG00000198862	10175.26760878597	0.10357225142301513	0.16718038571126614	0.6195239410554577	0.5355712551227938	0.9590786444485749
ENSG00000142185	10185.700174831472	0.11082763961639362	0.18127876367649703	0.6113658178636537	0.5409574267876694	0.9590786444485749
ENSG00000205439	165.49680105722214	0.31494412297614033	0.5165515725803087	0.6097050898575586	0.542057182273165	0.9590786444485749
ENSG00000276612	474.1746135101871	-0.22744982134491643	0.37436391346188375	-0.6075634246944437	0.5434770650796137	0.9590786444485749
ENSG00000160223	6074.471230314983	-0.1120841654990129	0.18932135522857968	-0.5920312865058809	0.5538296380668712	0.9590786444485749
ENSG00000187026	143.16508122604927	-0.33129643937376013	0.5651637852486907	-0.5861954499225013	0.5577441790202722	0.9590786444485749
ENSG00000166979	5424.456307331612	-0.09090700657841995	0.15728374965571204	-0.5779809215981423	0.5632769999195925	0.9590786444485749
ENSG00000182816	247.1648885562654	0.23350681802809226	0.40525048494522686	0.5762036732902436	0.5644775226533765	0.9590786444485749
ENSG00000160208	2687.5646962494525	0.13862720208317297	0.25123978641681916	0.5517724881885692	0.5811042387429612	0.9590786444485749
ENSG00000273590	3048.6595385300634	-0.10556519775823663	0.1940839159042478	-0.5439152299993664	0.5864998080321477	0.9590786444485749
ENSG00000280071	3231.6828221217947	-0.10963290473602796	0.20172780117567227	-0.5434694875822071	0.5868065936517578	0.9590786444485749
ENSG00000183844	2345.7055875026217	-0.11557337492526992	0.21463523540527127	-0.5384641282548315	0.5902566638190561	0.9590786444485749
ENSG00000159267	7232.742462120786	-0.08419025637011651	0.15805987825568374	-0.5326478629442388	0.5942773632948348	0.9590786444485749
ENSG00000160299	8675.087169602431	-0.08896731015540722	0.17435858967817977	-0.5102548163507031	0.6098729532000173	0.9590786444485749
ENSG00000160285	8271.099719598222	-0.11052128135161798	0.2179114389346936	-0.5071843951466006	0.6120254431531751	0.9590786444485749
ENSG00000187005	185.97363350782987	0.26889813311643773	0.5348164480309878	0.5027858326093544	0.6151148553820924	0.9590786444485749
ENSG00000142182	1644.6159566471542	-0.12003817952788112	0.23888433863630265	-0.5024949739825231	0.615319386941413	0.9590786444485749
ENSG00000160282	4789.5068347107235	-0.07641704583910487	0.15610032047037392	-0.4895380458466641	0.6244608260110791	0.9590786444485749
ENSG00000206105	63.36707447332503	0.33097775316895567	0.6900002523570894	0.4796777277085224	0.6314565673188997	0.9590786444485749
ENSG00000182670	29246.118505753588	0.09210513278446614	0.1949704161699566	0.47240568386630344	0.6366372481188067	0.9590786444485749
ENSG00000160284	1127.1481364765555	-0.13812185794055923	0.2985659658258682	-0.46261755775980057	0.6436385211868588	0.9590786444485749
ENSG00000157542	8536.234251684968	-0.08545190951190496	0.18544873518185645	-0.46078453664355445	0.6449531969897968	0.9590786444485749
ENSG00000215454	1270.9614691310426	0.14229522653643498	0.3118473292878009	0.4562977238298298	0.64817590050895	0.9590786444485749
ENSG00000160255	11488.661977189271	-0.07403743397679892	0.16456685836675605	-0.4498927348530774	0.6527877863975877	0.9590786444485749
ENSG00000160202	1534.1775361434768	-0.10689747094485245	0.23785258181180843	-0.4494274147901867	0.6531233585607976	0.9590786444485749
ENSG00000285815	1041.0850272962732	-0.1443127914980294	0.32304488771115497	-0.44672674599656315	0.6550723680965704	0.9590786444485749
ENSG00000160214	3845.006375952573	-0.08798560415255874	0.1992224874614932	-0.44164494316719677	0.6587461562997872	0.9590786444485749
ENSG00000142192	11354.654044813156	-0.06491329305590915	0.1474957331721514	-0.4401028535526843	0.6598626152885066	0.9590786444485749
ENSG00000154642	3261.8022261242345	0.076917783119275	0.1768420439615919	0.43495190055584676	0.6635973410656717	0.9590786444485749
ENSG00000240432	136.4988602136032	0.2059773726571695	0.4745563058786913	0.4340420095688763	0.6642579351878328	0.9590786444485749
ENSG00000157551	11706.036935551894	0.07126186528673548	0.1667581795539648	0.4273365509106817	0.6691342141104324	0.9590786444485749
ENSG00000185272	2480.0623708892854	-0.08586345146972417	0.20370004267532543	-0.4215190647091846	0.6733760927798385	0.9590786444485749
ENSG00000205726	26233.444295327154	0.06978526576563467	0.17000846727234886	0.41048111829536466	0.6814530516288586	0.9590786444485749
ENSG00000159231	409.208082756081	-0.1769239016812422	0.43197823208318614	-0.40956670623896607	0.6821238241813171	0.9590786444485749
ENSG00000142168	1443.0580328712283	0.09668548478689619	0.23782671421442372	0.40653752925218023	0.6843476877386591	0.9590786444485749
ENSG00000197381	17319.06107253483	-0.09577279596651418	0.23762347857269914	-0.40304433106433635	0.6869156124732849	0.9590786444485749
ENSG00000184351	239.73906630563567	-0.17579170966423166	0.44218412647584826	-0.39755318913247617	0.6909595719467022	0.9590786444485749
ENSG00000142149	2826.546210503802	0.0905195180797727	0.23228736106109935	0.38968765957078066	0.6967675227989985	0.9590786444485749
ENSG00000159261	3011.60743273609	0.07062158116217457	0.18330416268302335	0.38526992583521485	0.7000374407199115	0.9590786444485749
ENSG00000280433	2174.145323789103	0.09136939889121021	0.23863100728477865	0.382889884809359	0.7018014116618085	0.9590786444485749
ENSG00000243927	2952.017131086981	-0.0712746081504632	0.18747637981363272	-0.3801791362800805	0.7038124454276085	0.9590786444485749
ENSG00000243646	3381.0897656521115	0.07113625904494128	0.18943496435131316	0.375518106113805	0.7072751833061465	0.9590786444485749
ENSG00000275993	1733.8274725642532	-0.08058281036202622	0.21948278422881842	-0.3671486610905019	0.7135081316303253	0.9590786444485749
ENSG00000183486	6642.0388084995275	-0.057490537555026054	0.16504848697233243	-0.3483251413547545	0.7275960146231094	0.9590786444485749
ENSG00000177398	10822.103943030039	-0.049798206514994066	0.14483028816798962	-0.34383834448518663	0.7309678616644817	0.9590786444485749
ENSG00000159256	5423.969240885472	0.06396512234338607	0.1874768328062814	0.34118947597904437	0.7329609454294794	0.9590786444485749
ENSG00000156299	7076.91440306835	-0.04776176577088812	0.15043754003668186	-0.31748568714459274	0.7508750981645236	0.9590786444485749
ENSG00000173276	9009.794994837384	-0.04953328027169101	0.1574487879751845	-0.3145993113614692	0.7530659020885987	0.9590786444485749
ENSG00000186965	119.23042590997704	-0.16234706089467726	0.5201145259698496	-0.3121371405498648	0.7549363015085339	0.9590786444485749
ENSG00000160200	8371.22621148612	0.04649506063148874	0.15259332847906645	0.30469917063161234	0.7605952813350105	0.9590786444485749
ENSG00000277117	2720.910740002326	0.06938664215049234	0.24107217082855564	0.2878251849311895	0.7734805579803385	0.9590786444485749
ENSG00000188992	1693.320761605035	0.07346095646708241	0.25610537363143543	0.2868387938349198	0.7742357572890198	0.9590786444485749
ENSG00000160190	4074.8373551304617	0.04581664543547961	0.1609446622509293	0.2846732833180062	0.7758944609154925	0.9590786444485749
ENSG00000142178	2463.7350469241214	-0.06294636309972715	0.22120749729569514	-0.2845580003809036	0.7759827922619745	0.9590786444485749
ENSG00000160305	12057.243798928173	0.05325811827995715	0.18801567152983986	0.2832642505095889	0.7769742794015561	0.9590786444485749
ENSG00000156256	5930.2791981011915	-0.05367757170561505	0.19495231788217787	-0.27533692488876094	0.7830573983809985	0.9590786444485749
ENSG00000159086	6888.421761076666	-0.0457726244500853	0.16960092825288967	-0.26988428024305594	0.78724928113386	0.9590786444485749
ENSG00000155307	5829.726627112359	0.050266970844702746	0.20035372229984855	0.25089112529426033	0.8018982860046138	0.9590786444485749
ENSG00000142156	3763.542452669423	-0.044714630750983926	0.17842171911974766	-0.25061203855441905	0.8021140732819739	0.9590786444485749
ENSG00000157540	23810.725659927222	-0.036628634450790606	0.1469415925176699	-0.24927342778312392	0.8031492842406596	0.9590786444485749
ENSG00000265590	717.4901599094597	-0.06754844896792721	0.2725679220313635	-0.2478224453725506	0.8042717876503465	0.9590786444485749
ENSG00000156253	3143.656599841019	0.048294192138420296	0.19618186456505424	0.2461705226703351	0.8055502330299774	0.9590786444485749
ENSG00000159228	1676.4070465761806	-0.0501195890606601	0.20734480388050627	-0.2417209793670269	0.8089963723584604	0.9590786444485749
ENSG00000241123	333.29284519873136	0.08320115222649344	0.3502580927050487	0.23754241217934363	0.8122360204057153	0.9590786444485749
ENSG00000159140	18732.946525642197	0.038660998357846796	0.1654888827290744	0.23361689148110085	0.8152824130746621	0.9590786444485749
ENSG00000242220	1685.4332155131106	-0.05144515485134252	0.22197985048123495	-0.23175596676821544	0.8167275593504695	0.9590786444485749
ENSG00000156265	7733.693096987888	0.042408242068112036	0.18460428312456192	0.22972512528052794	0.8183053698370449	0.9590786444485749
ENSG00000182093	9965.53394142566	0.03538714337135847	0.15599319262181174	0.22685056172387397	0.8205399458520269	0.9590786444485749
ENSG00000206106	112.51535507521531	-0.13221292875363347	0.6064082797395912	-0.21802625915729484	0.8274086516957554	0.9590786444485749
ENSG00000171587	6203.7087249630285	0.047485274075496485	0.22316907657016524	0.21277712309109692	0.8315008082768707	0.9590786444485749
ENSG00000279493	149.99165707338946	-0.11563834924896818	0.5452303333782919	-0.21209082138270532	0.8320361802978327	0.9590786444485749
ENSG00000185917	9443.145355899487	-0.030958813609001663	0.14712733433160693	-0.21042190256247217	0.833338399535578	0.9590786444485749
ENSG00000274559	341.8584608814152	0.07838855456668183	0.3759396332774107	0.20851367514325872	0.834827906074823	0.9590786444485749
ENSG00000159216	12541.601101192331	0.03835124975049944	0.18637907174258264	0.20577015107934568	0.8369704582203534	0.9590786444485749
ENSG00000221864	213.92581118617693	0.08314462351237352	0.4048960061669475	0.20534809493302628	0.837300170276707	0.9590786444485749
ENSG00000182871	8750.96576880249	-0.029639395068420005	0.16111235579932012	-0.18396723777869978	0.8540391566885581	0.9590786444485749
ENSG00000156261	4776.362231130241	-0.02977598701206735	0.16482577664553721	-0.1806512768697672	0.8566413048513639	0.9590786444485749
ENSG00000159131	8715.365344231697	-0.02804958048043241	0.15650207592707896	-0.1792281687912045	0.8577585463294294	0.9590786444485749
ENSG00000160194	2729.4202778100343	0.04187472980147637	0.23368815666067647	0.17919063764228313	0.8577880148286058	0.9590786444485749
ENSG00000184032	143.51774570661487	0.10103700582886707	0.5785048809288745	0.17465195050150195	0.8613531252885694	0.9590786444485749
ENSG00000160218	8653.49695235094	-0.031208730412281428	0.17986356309711424	-0.17351335576194946	0.8622479307260206	0.9590786444485749
ENSG00000244025	141.18529130482887	0.08659112508677662	0.5073636243454912	0.1706687687720633	0.8644842213903955	0.9590786444485749
ENSG00000142207	4402.762401533034	-0.04077731227230256	0.24319014100371641	-0.16767666692408967	0.8668376533717994	0.9590786444485749
ENSG00000160226	4290.878755240783	-0.027843199043751588	0.16950083228200766	-0.16426585444387293	0.8695218607297739	0.9590786444485749
ENSG00000184724	144.9610801337442	0.08724124526573653	0.5318435925976699	0.16403552939244107	0.8697031742155347	0.9590786444485749
ENSG00000160224	4371.776434579707	0.03318730503014053	0.21400794668357967	0.1550751060623438	0.876762107236924	0.9590786444485749
ENSG00000180530	7770.289147348534	0.026913512620186937	0.174184252224125	0.1545117441819998	0.8772062518992207	0.9590786444485749
ENSG00000205445	662.8274592789658	-0.04210605626912511	0.28508864721552	-0.14769460895892483	0.8825837864033884	0.9590786444485749
ENSG00000185658	17049.671569008486	0.021919777139950997	0.14983795399151598	0.14628988554656935	0.8836925501251062	0.9590786444485749
ENSG00000274276	5789.307545844673	-0.02544923400792868	0.18129502482533866	-0.14037469606486286	0.8883639494945414	0.9596006812936321
ENSG00000160256	1167.9829406322192	-0.03388685374139707	0.2620419846521167	-0.12931841356027274	0.8971057018575368	0.9600351427289883
ENSG00000182362	2224.457246053277	0.025792033279030017	0.1995337814972294	0.1292614868795445	0.8971507447336398	0.9600351427289883
ENSG00000249624	1568.5173378493905	-0.024234873519755916	0.21712436765593957	-0.11161747426783102	0.9111267161420809	0.9661657138969848
ENSG00000205581	7602.6769676284375	-0.017763669046659207	0.15949222669789292	-0.11137639378693234	0.9113178786102565	0.9661657138969848
ENSG00000160180	829.2695455381688	-0.0253219039847231	0.24928561509143188	-0.10157787875339556	0.9190917388082741	0.969276190207231
ENSG00000186924	115.431007175473	0.055297918327667575	0.5853479486768073	0.09447016676605736	0.9247356799081088	0.969276190207231
ENSG00000186970	176.9990995797055	0.03823392672910815	0.41702201455933585	0.09168323348471102	0.9269497190191422	0.969276190207231
ENSG00000160185	4447.025368161705	-0.010968961301645581	0.17697095768033927	-0.06198170279136251	0.9505774030390727	0.9850772890319683
